Time 			 -	 Probability 
0:00:12.265000   -   0.6
0:00:12.399000   -   0.6
0:00:12.466000   -   0.64
0:00:12.533000   -   0.6
0:00:12.600000   -   0.48
0:00:12.935000   -   0.76
0:00:13.002000   -   0.72
0:00:13.069000   -   0.68
0:00:13.136000   -   0.76
0:00:13.203000   -   0.76
0:00:13.270000   -   0.76
0:00:13.337000   -   0.72
